"type","id","subjectId","date","duration","room","reasonsString","category","score","reasonsList","timestamp"
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Estresado/a","Estado anímico",2,"['Estresado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Mala organización","Docente",2,"['Mala organización']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3104","Iluminación correcta","Ambiente",4,"['Iluminación correcta']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Con dolor de espalda","Estado físico",1,"['Con dolor de espalda']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Aburrido/a","Estado anímico",1,"['Aburrido/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Repetitivo","Temario",1,"['Repetitivo']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Demasiado frío","Ambiente",3,"['Demasiado frío']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Enfermo/a","Estado físico",3,"['Enfermo/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Contento/a","Estado anímico",3,"['Contento/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Temario denso","Temario",1,"['Temario denso']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Poca creatividad","Docente",1,"['Poca creatividad']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3302","Ambiente denso","Ambiente",1,"['Ambiente denso']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Con dolor de espalda","Estado físico",3,"['Con dolor de espalda']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Triste","Estado anímico",1,"['Triste']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Temario bien estructurado","Temario",4,"['Temario bien estructurado']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Creatividad","Docente",5,"['Creatividad']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3302","Poca luz","Ambiente",1,"['Poca luz']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Enérgico/a","Estado físico",3,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Estresado/a","Estado anímico",3,"['Estresado/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Material limitado","Temario",1,"['Material limitado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Dinamismo","Docente",5,"['Dinamismo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Temperatura perfecta","Ambiente",3,"['Temperatura perfecta']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Agotado/a","Estado físico",1,"['Agotado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Motivado/a","Estado anímico",4,"['Motivado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Repetitivo","Temario",1,"['Repetitivo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Poco dinamismo","Docente",3,"['Poco dinamismo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Ambiente denso","Ambiente",3,"['Ambiente denso']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Con dolor de cuello","Estado físico",1,"['Con dolor de cuello']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Muy práctico","Temario",4,"['Muy práctico']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Dinamismo","Docente",3,"['Dinamismo']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Demasiado frío","Ambiente",3,"['Demasiado frío']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Normal","Estado físico",5,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Normal","Estado anímico",4,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Repetitivo","Temario",3,"['Repetitivo']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Paciencia","Docente",3,"['Paciencia']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Sin ruido","Ambiente",4,"['Sin ruido']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Normal","Estado anímico",5,"['Normal']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Temario denso","Temario",1,"['Temario denso']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Poco dinamismo","Docente",2,"['Poco dinamismo']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 16:00:00+00:00",2,"CIC-4","Poca luz","Ambiente",3,"['Poca luz']",1654876800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Con dolor de cabeza","Estado físico",2,"['Con dolor de cabeza']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Contento/a","Estado anímico",5,"['Contento/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Repetitivo","Temario",1,"['Repetitivo']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Explicaciones entretenidas","Docente",3,"['Explicaciones entretenidas']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"CIC-3","Demasiado calor","Ambiente",1,"['Demasiado calor']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Normal","Estado anímico",5,"['Normal']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Explicaciones entretenidas","Docente",5,"['Explicaciones entretenidas']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Poca luz","Ambiente",2,"['Poca luz']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Normal","Estado físico",5,"['Normal']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Motivado/a","Estado anímico",3,"['Motivado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Interesante","Temario",5,"['Interesante']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Creatividad","Docente",3,"['Creatividad']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Ambiente agradable","Ambiente",5,"['Ambiente agradable']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Normal","Estado físico",5,"['Normal']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Estresado/a","Estado anímico",2,"['Estresado/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Interesante","Temario",4,"['Interesante']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Buena actitud","Docente",4,"['Buena actitud']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3301","Demasiado ruido","Ambiente",3,"['Demasiado ruido']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Con ansiedad","Estado anímico",1,"['Con ansiedad']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Repetitivo","Temario",1,"['Repetitivo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Poco dinamismo","Docente",1,"['Poco dinamismo']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 06:00:00+00:00",2,"3302","Sin ruido","Ambiente",3,"['Sin ruido']",1654840800.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Normal","Estado físico",5,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Estresado/a","Estado anímico",2,"['Estresado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Material limitado","Temario",2,"['Material limitado']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-3","Demasiado calor","Ambiente",3,"['Demasiado calor']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Normal","Estado físico",3,"['Normal']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Temario denso","Temario",3,"['Temario denso']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Mala organización","Docente",1,"['Mala organización']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"CIC-4","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Con dolor de cuello","Estado físico",2,"['Con dolor de cuello']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Agobiado/a","Estado anímico",1,"['Agobiado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Poco práctico","Temario",1,"['Poco práctico']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Explicaciones aburridas","Docente",2,"['Explicaciones aburridas']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-4","Demasiado frío","Ambiente",3,"['Demasiado frío']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Con hambre o sed","Estado físico",3,"['Con hambre o sed']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Motivado/a","Estado anímico",4,"['Motivado/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Material adecuado","Temario",5,"['Material adecuado']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Buena actitud","Docente",5,"['Buena actitud']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Ambiente agradable","Ambiente",4,"['Ambiente agradable']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Enérgico/a","Estado físico",4,"['Enérgico/a']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Con ansiedad","Estado anímico",1,"['Con ansiedad']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Poca paciencia","Docente",1,"['Poca paciencia']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 08:00:00+00:00",2,"3302","Poca luz","Ambiente",2,"['Poca luz']",1654848000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Con hambre o sed","Estado físico",1,"['Con hambre o sed']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Normal","Estado anímico",5,"['Normal']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Poco práctico","Temario",1,"['Poco práctico']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Buena organización","Docente",3,"['Buena organización']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-09 22:00:00+00:00",2,"3301","Temperatura perfecta","Ambiente",4,"['Temperatura perfecta']",1654812000.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Enfermo/a","Estado físico",2,"['Enfermo/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Motivado/a","Estado anímico",5,"['Motivado/a']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Temario denso","Temario",1,"['Temario denso']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Mala organización","Docente",2,"['Mala organización']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 04:00:00+00:00",2,"CIC-3","Poca luz","Ambiente",1,"['Poca luz']",1654833600.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Enfermo/a","Estado físico",3,"['Enfermo/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Agobiado/a","Estado anímico",2,"['Agobiado/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Temario denso","Temario",3,"['Temario denso']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Paciencia","Docente",4,"['Paciencia']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"CIC-4","Demasiado ruido","Ambiente",2,"['Demasiado ruido']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Con dolor de cabeza","Estado físico",1,"['Con dolor de cabeza']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Motivado/a","Estado anímico",5,"['Motivado/a']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Material adecuado","Temario",4,"['Material adecuado']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Buena actitud","Docente",5,"['Buena actitud']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 00:00:00+00:00",2,"3104","Iluminación correcta","Ambiente",5,"['Iluminación correcta']",1654819200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Con dolor de espalda","Estado físico",1,"['Con dolor de espalda']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Eufórico/a","Estado anímico",4,"['Eufórico/a']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Material limitado","Temario",1,"['Material limitado']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Poca paciencia","Docente",1,"['Poca paciencia']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 12:00:00+00:00",2,"3301","Poca luz","Ambiente",1,"['Poca luz']",1654862400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Normal","Estado físico",5,"['Normal']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Eufórico/a","Estado anímico",5,"['Eufórico/a']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Poco práctico","Temario",1,"['Poco práctico']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Dinamismo","Docente",5,"['Dinamismo']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 10:00:00+00:00",2,"3301","Poca luz","Ambiente",1,"['Poca luz']",1654855200.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Enérgico/a","Estado físico",5,"['Enérgico/a']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Triste","Estado anímico",1,"['Triste']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Temario bien estructurado","Temario",5,"['Temario bien estructurado']",1654826400.0
"feeback","","Aspectos Éticos y Sociales","2022-06-10 02:00:00+00:00",2,"3203","Paciencia","Docente",4,"['Paciencia']",1654826400.0
