,subjectId,duration,room,date,reasonsString,score,reasonsList,category,measure
375,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Muy práctico,4,['Muy práctico'],Temario,
375,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Explicaciones entretenidas,3,['Explicaciones entretenidas'],Docente,
375,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
376,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
376,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Con ansiedad,2,['Con ansiedad'],Estado anímico,
376,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Muy práctico,3,['Muy práctico'],Temario,
376,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Mala organización,1,['Mala organización'],Docente,
376,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
377,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
377,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Estresado/a,2,['Estresado/a'],Estado anímico,
377,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
377,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Buena organización,4,['Buena organización'],Docente,
377,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
378,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
378,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Contento/a,5,['Contento/a'],Estado anímico,
378,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Poco práctico,1,['Poco práctico'],Temario,
378,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
378,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Ambiente denso,1,['Ambiente denso'],Ambiente,co2
379,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
379,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Normal,3,['Normal'],Estado anímico,
379,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Poco práctico,2,['Poco práctico'],Temario,
379,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Poco dinamismo,2,['Poco dinamismo'],Docente,
379,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Temperatura perfecta,5,['Temperatura perfecta'],Ambiente,
380,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Con dolor de cuello,1,['Con dolor de cuello'],Estado físico,
380,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
380,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Temario denso,2,['Temario denso'],Temario,
380,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Buena actitud,5,['Buena actitud'],Docente,
380,Sistemas Basados en Computador,2,3104,2022-03-04 10:10:00+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
381,Sistemas Basados en Computador,2,3302,2022-03-04 10:10:00+00:00,Agotado/a,3,['Agotado/a'],Estado físico,
381,Sistemas Basados en Computador,2,3302,2022-03-04 10:10:00+00:00,Motivado/a,4,['Motivado/a'],Estado anímico,
381,Sistemas Basados en Computador,2,3302,2022-03-04 10:10:00+00:00,Temario bien estructurado,3,['Temario bien estructurado'],Temario,
381,Sistemas Basados en Computador,2,3302,2022-03-04 10:10:00+00:00,Explicaciones aburridas,3,['Explicaciones aburridas'],Docente,
381,Sistemas Basados en Computador,2,3302,2022-03-04 10:10:00+00:00,Poca luz,1,['Poca luz'],Ambiente,luminosity
382,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
382,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
382,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Temario denso,3,['Temario denso'],Temario,
382,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Buena actitud,4,['Buena actitud'],Docente,
382,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
383,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
383,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
383,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Repetitivo,2,['Repetitivo'],Temario,
383,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Buena organización,4,['Buena organización'],Docente,
383,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
384,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
384,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Normal,3,['Normal'],Estado anímico,
384,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
384,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Poco dinamismo,2,['Poco dinamismo'],Docente,
384,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Ambiente agradable,5,['Ambiente agradable'],Ambiente,co2
385,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Enfermo/a,1,['Enfermo/a'],Estado físico,
385,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Triste,2,['Triste'],Estado anímico,
385,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
385,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Paciencia,4,['Paciencia'],Docente,
385,Sistemas Basados en Computador,2,CIC-3,2022-03-04 10:10:00+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
386,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
386,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
386,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Poco práctico,3,['Poco práctico'],Temario,
386,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Buena organización,4,['Buena organización'],Docente,
386,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
387,Sistemas Basados en Computador,2,3203,2022-03-04 10:10:00+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
387,Sistemas Basados en Computador,2,3203,2022-03-04 10:10:00+00:00,Agobiado/a,2,['Agobiado/a'],Estado anímico,
387,Sistemas Basados en Computador,2,3203,2022-03-04 10:10:00+00:00,Interesante,3,['Interesante'],Temario,
387,Sistemas Basados en Computador,2,3203,2022-03-04 10:10:00+00:00,Mala organización,2,['Mala organización'],Docente,
387,Sistemas Basados en Computador,2,3203,2022-03-04 10:10:00+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
388,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Normal,4,['Normal'],Estado físico,
388,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Normal,5,['Normal'],Estado anímico,
388,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Material adecuado,5,['Material adecuado'],Temario,
388,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
388,Sistemas Basados en Computador,2,CIC-4,2022-03-04 10:10:00+00:00,Ambiente agradable,3,['Ambiente agradable'],Ambiente,co2
389,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Con dolor de espalda,2,['Con dolor de espalda'],Estado físico,
389,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Eufórico/a,3,['Eufórico/a'],Estado anímico,
389,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Temario denso,3,['Temario denso'],Temario,
389,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Paciencia,5,['Paciencia'],Docente,
389,Sistemas Basados en Computador,2,1001,2022-03-04 10:10:00+00:00,Demasiado calor,1,['Demasiado calor'],Ambiente,temperature
390,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Normal,4,['Normal'],Estado físico,
390,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
390,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Muy práctico,5,['Muy práctico'],Temario,
390,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Poca cooperación,2,['Poca cooperación'],Docente,
390,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Sin ruido,4,['Sin ruido'],Ambiente,noise
391,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Con dolor de cuello,2,['Con dolor de cuello'],Estado físico,
391,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Motivado/a,3,['Motivado/a'],Estado anímico,
391,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Temario bien estructurado,5,['Temario bien estructurado'],Temario,
391,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Dinamismo,5,['Dinamismo'],Docente,
391,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Demasiado frío,2,['Demasiado frío'],Ambiente,temperature
392,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Normal,4,['Normal'],Estado físico,
392,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
392,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Temario denso,1,['Temario denso'],Temario,
392,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Poco dinamismo,1,['Poco dinamismo'],Docente,
392,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
393,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Con hambre o sed,3,['Con hambre o sed'],Estado físico,
393,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Cansado/a,2,['Cansado/a'],Estado anímico,
393,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Material limitado,3,['Material limitado'],Temario,
393,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Creatividad,4,['Creatividad'],Docente,
393,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
394,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
394,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Con ansiedad,2,['Con ansiedad'],Estado anímico,
394,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Muy práctico,5,['Muy práctico'],Temario,
394,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Poca cooperación,1,['Poca cooperación'],Docente,
394,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Iluminación correcta,3,['Iluminación correcta'],Ambiente,luminosity
395,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
395,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Eufórico/a,5,['Eufórico/a'],Estado anímico,
395,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Poco práctico,2,['Poco práctico'],Temario,
395,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Poca cooperación,3,['Poca cooperación'],Docente,
395,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
396,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
396,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Triste,2,['Triste'],Estado anímico,
396,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Interesante,5,['Interesante'],Temario,
396,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Buena organización,3,['Buena organización'],Docente,
396,Sistemas Basados en Computador,2,CIC-4,2022-03-04 22:10:00+00:00,Temperatura perfecta,4,['Temperatura perfecta'],Ambiente,
397,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Con dolor de cabeza,2,['Con dolor de cabeza'],Estado físico,
397,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Triste,2,['Triste'],Estado anímico,
397,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Material adecuado,4,['Material adecuado'],Temario,
397,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Paciencia,3,['Paciencia'],Docente,
397,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
398,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Normal,4,['Normal'],Estado físico,
398,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Eufórico/a,4,['Eufórico/a'],Estado anímico,
398,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Muy práctico,5,['Muy práctico'],Temario,
398,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Creatividad,5,['Creatividad'],Docente,
398,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Poca luz,3,['Poca luz'],Ambiente,luminosity
399,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
399,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
399,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Repetitivo,2,['Repetitivo'],Temario,
399,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Buena actitud,5,['Buena actitud'],Docente,
399,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Iluminación correcta,4,['Iluminación correcta'],Ambiente,luminosity
400,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
400,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Aburrido/a,2,['Aburrido/a'],Estado anímico,
400,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Poco práctico,1,['Poco práctico'],Temario,
400,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Dinamismo,5,['Dinamismo'],Docente,
400,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Demasiado ruido,1,['Demasiado ruido'],Ambiente,noise
401,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Con dolor de cabeza,1,['Con dolor de cabeza'],Estado físico,
401,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Aburrido/a,1,['Aburrido/a'],Estado anímico,
401,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Material limitado,2,['Material limitado'],Temario,
401,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Creatividad,5,['Creatividad'],Docente,
401,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
402,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
402,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Contento/a,4,['Contento/a'],Estado anímico,
402,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Temario denso,2,['Temario denso'],Temario,
402,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Creatividad,3,['Creatividad'],Docente,
402,Sistemas Basados en Computador,2,3203,2022-03-04 22:10:00+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
403,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Con dolor de cabeza,3,['Con dolor de cabeza'],Estado físico,
403,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Motivado/a,5,['Motivado/a'],Estado anímico,
403,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Temario denso,1,['Temario denso'],Temario,
403,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Dinamismo,3,['Dinamismo'],Docente,
403,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Iluminación correcta,5,['Iluminación correcta'],Ambiente,luminosity
404,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Enfermo/a,3,['Enfermo/a'],Estado físico,
404,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Agobiado/a,1,['Agobiado/a'],Estado anímico,
404,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Poco práctico,1,['Poco práctico'],Temario,
404,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Poca paciencia,1,['Poca paciencia'],Docente,
404,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Ambiente denso,3,['Ambiente denso'],Ambiente,co2
405,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Enfermo/a,2,['Enfermo/a'],Estado físico,
405,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Con ansiedad,1,['Con ansiedad'],Estado anímico,
405,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Poco práctico,2,['Poco práctico'],Temario,
405,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Paciencia,4,['Paciencia'],Docente,
405,Sistemas Basados en Computador,2,3104,2022-03-04 22:10:00+00:00,Sin ruido,5,['Sin ruido'],Ambiente,noise
406,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Enérgico/a,5,['Enérgico/a'],Estado físico,
406,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Agobiado/a,1,['Agobiado/a'],Estado anímico,
406,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Repetitivo,1,['Repetitivo'],Temario,
406,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Poca cooperación,3,['Poca cooperación'],Docente,
406,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Demasiado calor,2,['Demasiado calor'],Ambiente,temperature
407,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Normal,4,['Normal'],Estado físico,
407,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Estresado/a,1,['Estresado/a'],Estado anímico,
407,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Temario denso,1,['Temario denso'],Temario,
407,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Buena organización,4,['Buena organización'],Docente,
407,Sistemas Basados en Computador,2,1001,2022-03-04 22:10:00+00:00,Temperatura perfecta,3,['Temperatura perfecta'],Ambiente,
408,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Enérgico/a,4,['Enérgico/a'],Estado físico,
408,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Aburrido/a,3,['Aburrido/a'],Estado anímico,
408,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Muy práctico,3,['Muy práctico'],Temario,
408,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Poca paciencia,2,['Poca paciencia'],Docente,
408,Sistemas Basados en Computador,2,CIC-3,2022-03-04 22:10:00+00:00,Demasiado frío,1,['Demasiado frío'],Ambiente,temperature
